iter	Logloss
188	0.2079126686
189	0.2073948644
190	0.2069924275
191	0.2066995526
192	0.2062958455
193	0.2059430752
194	0.2055400239
195	0.2051088741
196	0.2048441547
197	0.20446573
198	0.204219287
199	0.2026543026
200	0.2021880932
201	0.2019350408
202	0.2015472633
203	0.2013283193
204	0.2010301725
205	0.2005772921
206	0.1997993918
207	0.1994193242
208	0.1989960592
209	0.1977525937
210	0.1972717159
211	0.1968459821
212	0.1965573905
213	0.1954053379
214	0.1951007598
215	0.1946169717
216	0.1942349123
217	0.1939035168
218	0.1935395837
219	0.1911166171
220	0.190764166
221	0.1902516619
222	0.1899884079
223	0.1892513193
224	0.1889477228
225	0.1884022353
226	0.1879756391
227	0.1869270104
228	0.1866397397
229	0.1858285283
230	0.1854111902
231	0.1850899519
232	0.1847399427
233	0.1843835121
234	0.1840700711
235	0.1835096164
236	0.1830894133
237	0.182630785
238	0.181820285
239	0.1815529809
240	0.1805913035
241	0.1803494057
242	0.1799252743
243	0.1796671519
244	0.1794761886
245	0.1791401747
246	0.1787192386
247	0.1784895097
248	0.1781892338
249	0.1764617972
250	0.1762149857
251	0.1759231041
252	0.1756926743
253	0.1746685501
254	0.173778949
255	0.1733783013
256	0.1729967364
257	0.1725459979
258	0.1721605609
259	0.1716744396
260	0.1713367303
261	0.1709080118
262	0.1701873422
263	0.1696641609
264	0.1694467297
265	0.1680046799
266	0.1677800506
267	0.1667783145
268	0.1664238954
269	0.1659926763
270	0.1657164459
271	0.1652898767
272	0.1649443274
273	0.1644716557
274	0.1639968057
275	0.1636199085
276	0.1633076319
277	0.1629459696
278	0.1624993006
279	0.162183161
280	0.161577413
281	0.1613459828
282	0.160808554
283	0.1604278627
284	0.160031157
285	0.1597361791
286	0.1592117253
287	0.1588513109
288	0.1584180285
289	0.1582522909
290	0.1579331738
291	0.1573205033
292	0.1569774991
293	0.1561352199
294	0.1559075781
295	0.1555467542
296	0.1551862261
297	0.1548442358
298	0.1544420436
299	0.1541841638
300	0.1538854779
301	0.153627754
302	0.1533942059
303	0.1531618731
304	0.1528494703
305	0.1525693673
306	0.1522099142
307	0.1518062241
308	0.1515279859
309	0.1513189012
310	0.1510296872
311	0.1505402318
312	0.1502641201
313	0.1499076522
314	0.1496096745
315	0.1493698608
316	0.1490794983
317	0.1487210565
318	0.148390656
319	0.1480861198
320	0.1477412149
321	0.14751337
322	0.1472204204
323	0.1468994703
324	0.1465139662
325	0.1461161511
326	0.1456738673
327	0.1453559033
328	0.1443429913
329	0.1437040395
330	0.1433742136
331	0.1427359287
332	0.142590567
333	0.1422600244
334	0.1419609623
335	0.1416574216
336	0.1414177113
337	0.14105571
338	0.1408591062
339	0.1404395803
340	0.14014859
341	0.1398040492
342	0.1396139392
343	0.1394426066
344	0.1391770701
345	0.1389962166
346	0.1386158802
347	0.138318224
348	0.1381279995
349	0.1378608814
350	0.1375472002
351	0.1371632104
352	0.1370380908
353	0.1368350214
354	0.136554769
355	0.1362975199
356	0.1360285464
357	0.1357920644
358	0.1355848154
359	0.1353029346
360	0.1350805277
361	0.1347813194
362	0.1345430035
363	0.134250344
364	0.134033044
365	0.1336310584
366	0.1332997792
367	0.1330157513
368	0.1325535736
369	0.1322892919
370	0.1318474108
371	0.131518397
372	0.1312437919
373	0.1310415414
374	0.1308079205
375	0.1306184572
376	0.1303996933
377	0.1302256876
378	0.1299621435
379	0.1297665774
380	0.1294359439
381	0.129208132
382	0.1290171663
383	0.1288490035
384	0.1286437462
385	0.1284326408
386	0.1281017312
387	0.1278317595
388	0.127507156
389	0.1273109462
390	0.1270523243
391	0.1268820097
392	0.1266074207
393	0.1264492796
394	0.1261405382
395	0.1258838975
396	0.1257234103
397	0.1255182671
398	0.1253389264
399	0.1251347314
400	0.124784727
401	0.1245852772
402	0.1243778247
403	0.1241680372
404	0.1236178913
405	0.1234769915
406	0.1231873412
407	0.1228942708
408	0.1225529477
409	0.1222498801
410	0.1219841382
411	0.1216922577
412	0.1215184427
413	0.121269988
414	0.1209988432
415	0.1208375773
416	0.120580429
417	0.1204127748
418	0.1201194327
419	0.1198502144
420	0.1195762546
421	0.1192837821
422	0.1189679775
423	0.1186691147
424	0.1183964559
425	0.1182030052
426	0.1180103126
427	0.1177363932
428	0.1175243949
429	0.1173311786
430	0.1170760517
431	0.1166440862
432	0.1164008791
433	0.1162144474
434	0.1159925661
435	0.1157255975
436	0.115500091
437	0.1152127357
438	0.1150544801
439	0.1149085857
440	0.1147423695
441	0.1145314231
442	0.1143656543
443	0.1141348553
444	0.1139607737
445	0.1136892562
446	0.1134648549
447	0.1132843954
448	0.1130721321
449	0.1127915808
450	0.1125689128
451	0.1124215335
452	0.1122337852
453	0.1119932482
454	0.1117520367
455	0.1114762993
456	0.111259069
457	0.110753498
458	0.1105022693
459	0.1103182218
460	0.1098957468
461	0.1096943908
462	0.1093459453
463	0.1092031626
464	0.10898306
465	0.1087400486
466	0.1085943909
467	0.1083045031
468	0.1080421822
469	0.1078131869
470	0.1076477576
471	0.1074712595
472	0.1072572796
473	0.1070428482
474	0.1068882385
475	0.1066889941
476	0.1064633325
477	0.1062056202
478	0.1060109012
479	0.1057870383
480	0.1056353114
481	0.1054052509
482	0.1052069074
483	0.1050885511
484	0.1049640916
485	0.1048429564
486	0.1045794115
487	0.1043818039
488	0.1042731981
489	0.1040384196
490	0.1037809176
491	0.1035642952
492	0.1034234508
493	0.1031947063
494	0.1030002958
495	0.1028689065
496	0.1027742319
497	0.1025742825
498	0.1023403131
499	0.1022237307
500	0.1020418067
501	0.1018802103
502	0.1016482445
503	0.101421656
504	0.1012199666
505	0.1010778549
506	0.1009118348
507	0.100769757
508	0.1005381079
509	0.1003728421
510	0.1001602145
511	0.09991301842
512	0.09985557929
513	0.09961456782
514	0.09942568937
515	0.0991710525
516	0.09901542424
517	0.09882589987
518	0.09868789126
519	0.09852455814
520	0.09828574798
521	0.098090549
522	0.09786855041
523	0.09777795113
524	0.09763251851
525	0.09739963306
526	0.09728044979
527	0.09718503088
528	0.09702059983
529	0.09676943193
530	0.09654629448
531	0.09638044789
532	0.09619570756
533	0.09598656267
534	0.09582570341
535	0.09561747441
536	0.09549377755
537	0.09519009254
538	0.09499579699
539	0.09486939309
540	0.09467135514
541	0.09446647227
542	0.09433169482
543	0.09415800013
544	0.09400519401
545	0.09383260549
546	0.09368239037
547	0.09346550291
548	0.09327849631
549	0.09312930492
550	0.09294879436
551	0.09278633669
552	0.09262530525
553	0.09249339443
554	0.09240506979
555	0.09220686423
556	0.09200560938
557	0.09188311811
558	0.09174900963
559	0.09157670409
560	0.09145845465
561	0.09129870324
562	0.09114584662
563	0.0909659385
564	0.0908448569
565	0.09076691283
566	0.09064579826
567	0.09057044978
568	0.09041743285
569	0.09018891015
570	0.09006433456
571	0.08989124325
572	0.08971869909
573	0.08955256734
574	0.08934847508
575	0.08925175174
576	0.08912745054
577	0.08897820826
578	0.0888159022
579	0.08862633436
580	0.08843116906
581	0.08823520605
582	0.08809180705
583	0.08794957418
584	0.08781931671
585	0.08776327785
586	0.08771465251
587	0.08760736304
588	0.08745275109
589	0.08731623328
590	0.08718413731
591	0.08700496028
592	0.08691121082
593	0.08671512644
594	0.0866063728
595	0.08637334292
596	0.08619059448
597	0.08599955734
598	0.08583952366
599	0.08562459154
600	0.08546636249
601	0.08529582726
602	0.08513973632
603	0.08496221372
604	0.08477786541
605	0.08467455487
606	0.08446224938
607	0.08425053712
608	0.08414758273
609	0.0840112222
610	0.08371175203
611	0.08353166421
612	0.083323879
613	0.0832626411
614	0.08312351035
615	0.08294862963
616	0.0827726471
617	0.08264065204
618	0.08251375709
619	0.0824616403
620	0.08233543167
621	0.08214203665
622	0.08193465594
623	0.08174626521
624	0.08165899533
625	0.08152717868
626	0.0814306169
627	0.08134867053
628	0.08118196758
629	0.08100366399
630	0.08091866445
631	0.08080347269
632	0.08065668167
633	0.08051042537
634	0.08033218113
635	0.08019773219
636	0.0800185745
637	0.07970770247
638	0.07945216653
639	0.07919892443
640	0.07914487777
641	0.07897476442
642	0.07881839998
643	0.07869489369
644	0.07853825328
645	0.07833105271
646	0.07823819211
647	0.0780821806
648	0.07793166164
649	0.07785886052
650	0.07768344481
651	0.07747944187
652	0.0773881897
653	0.07720583503
654	0.07703991325
655	0.07701188786
656	0.07690187906
657	0.07681970736
658	0.0766860268
659	0.0765339026
660	0.0764059942
661	0.07630042943
662	0.07616593334
663	0.07606829657
664	0.07590759136
665	0.07572941722
666	0.07558754741
667	0.07544787061
668	0.07531966816
669	0.07513790273
670	0.07504102513
671	0.07492009345
672	0.07474899912
673	0.07460356932
674	0.07441602281
675	0.07431947929
676	0.07418342456
677	0.07403858077
678	0.07396591244
679	0.07388347973
680	0.07380342411
681	0.0737012424
682	0.07367725248
683	0.07358876348
684	0.07353389367
685	0.07346874009
686	0.07332745431
687	0.07318903091
688	0.07310690686
689	0.07294925716
690	0.07291803164
691	0.07279799586
692	0.07264631709
693	0.0725053136
694	0.0723795808
695	0.07224148951
696	0.07210893824
697	0.07197425551
698	0.07183391547
699	0.07173493154
700	0.07164275225
701	0.07153085237
702	0.07140815744
703	0.07126792813
704	0.07114847039
705	0.07103102771
706	0.07094603136
707	0.07086939621
708	0.0707454734
709	0.07059919443
710	0.07043521927
711	0.07037743928
712	0.07023207613
713	0.0700717965
714	0.06993932953
715	0.06979248061
716	0.06972690591
717	0.06961586055
718	0.06948497842
719	0.06934514482
720	0.06923786395
721	0.06914476558
722	0.06905121024
723	0.06890659002
724	0.06877304232
725	0.06864270745
726	0.06854508985
727	0.06841785987
728	0.0683060143
729	0.06817032098
730	0.06808266285
731	0.06787064661
732	0.06777549572
733	0.06759332276
734	0.06749116345
735	0.06732234987
736	0.06720615737
737	0.06713604183
738	0.06698349425
739	0.06690312337
740	0.06677102433
741	0.06666580401
742	0.06661071104
743	0.06655329842
744	0.06652566626
745	0.06647127997
746	0.06638394908
747	0.0662590368
748	0.06615541592
749	0.06604900173
750	0.06593795146
751	0.06580156861
752	0.0657114511
753	0.06558911762
754	0.06546931197
755	0.0653180074
756	0.0652158024
757	0.06515405221
758	0.06500819947
759	0.0649418982
760	0.06482266474
761	0.06474805718
762	0.06460234204
763	0.06452026903
764	0.06443690066
765	0.06437328114
766	0.06423491405
767	0.06414994236
768	0.0640659307
769	0.06392050468
770	0.06390949142
771	0.06379831099
772	0.06373601776
773	0.063629151
774	0.06351970529
775	0.06343690962
776	0.0633723156
777	0.06328828883
778	0.06322503266
779	0.06311589789
780	0.06310556092
781	0.06298345563
782	0.06291836568
783	0.06280312075
784	0.06275548752
785	0.06268586351
786	0.06256162877
787	0.06249369148
788	0.06240988147
789	0.06230560276
790	0.0621718621
791	0.06207384173
792	0.06199593803
793	0.06193951408
794	0.06183755804
795	0.06168458666
796	0.06160185485
797	0.06146208962
798	0.0614356027
799	0.06128743991
800	0.06117831782
801	0.06106002557
802	0.06099654685
803	0.06087984444
804	0.06083058992
805	0.06069418398
806	0.06060312608
807	0.06049758464
808	0.06041304704
809	0.06030084707
810	0.06020605874
811	0.06008329112
812	0.05996021318
813	0.05983705412
814	0.05979121977
815	0.0596667398
816	0.05953879547
817	0.05941328975
818	0.05932639738
819	0.05928598384
820	0.05921657326
821	0.05914597191
822	0.05911075622
823	0.05903237409
824	0.05889666054
825	0.05878356376
826	0.05866361473
827	0.05847854934
828	0.05840249718
829	0.05822084633
830	0.05821144532
831	0.05810808921
832	0.05801728665
833	0.05791622063
834	0.05779398278
835	0.05770234693
836	0.05762627411
837	0.05754570987
838	0.05743751825
839	0.05735429158
840	0.05729027704
841	0.05720305326
842	0.05712642701
843	0.0570596454
844	0.05700049856
845	0.05691513203
846	0.05688204256
847	0.05678719023
848	0.05671038661
849	0.05659351035
850	0.05653261909
851	0.05649071962
852	0.05638830233
853	0.05634311636
854	0.05623104881
855	0.05610520198
856	0.05606862567
857	0.0560264951
858	0.0559349033
859	0.05585596959
860	0.05577448156
861	0.05568213498
862	0.05562295229
863	0.05557027405
864	0.05547257692
865	0.05538508616
866	0.05537451659
867	0.05533532616
868	0.05526925167
869	0.05520036491
870	0.05509981566
871	0.05501776936
872	0.05495186313
873	0.05483690346
874	0.05473504153
875	0.05465462053
876	0.05454484633
877	0.05447179144
878	0.05439077859
879	0.05432723168
880	0.054317392
881	0.05420664678
882	0.05409602474
883	0.0540121567
884	0.0539734475
885	0.05390100752
886	0.05377407445
887	0.05374103155
888	0.05366434312
889	0.0535350064
890	0.05344334048
891	0.0533865301
892	0.053305034
893	0.05326328355
894	0.05316814047
895	0.05306125243
896	0.05301642699
897	0.05291196199
898	0.05280123636
899	0.05272589957
900	0.05264251463
901	0.05260113638
902	0.05255338197
903	0.05243239277
904	0.05238819012
905	0.05231587196
906	0.05223055386
907	0.05214606732
908	0.05210262503
909	0.0520074981
910	0.05190712667
911	0.05181612813
912	0.05176726346
913	0.05173614824
914	0.05165665749
915	0.05158879736
916	0.05150889207
917	0.05143352958
918	0.05138271048
919	0.05127622026
920	0.05124749949
921	0.05121551584
922	0.0511138211
923	0.05102519668
924	0.05094189249
925	0.05087893469
926	0.05081125621
927	0.05079776239
928	0.05078187599
929	0.05070608796
930	0.05061680585
931	0.05055566926
932	0.05048440631
933	0.05037900316
934	0.05030590375
935	0.05028739327
936	0.05026860876
937	0.05017702721
938	0.05011027863
939	0.05006169785
940	0.05003318547
941	0.05000785551
942	0.04995797697
943	0.04987196986
944	0.0498533812
945	0.04975276468
946	0.04971765944
947	0.04966784647
948	0.04960992704
949	0.04955010705
950	0.04946049505
951	0.0494050238
952	0.04933219395
953	0.04924718229
954	0.0491805643
955	0.04912569703
956	0.04907223231
957	0.04904572728
958	0.04900672854
959	0.04895658896
960	0.048837005
961	0.0487819629
962	0.04870973035
963	0.04864291469
964	0.04856126837
965	0.04852182792
966	0.04843149579
967	0.0483720072
968	0.0483580483
969	0.04827955092
970	0.04822867944
971	0.0482035499
972	0.04810658278
973	0.04802848823
974	0.04800360247
975	0.04794857952
976	0.04787824898
977	0.04780257839
978	0.04772790905
979	0.04760654432
980	0.04749815555
981	0.04744262671
982	0.04736872391
983	0.04732551242
984	0.0472873761
985	0.04717142848
986	0.04706546945
987	0.04698299854
988	0.04685989109
989	0.04675900538
990	0.04663661284
991	0.046580002
992	0.04653083745
993	0.04649977937
994	0.04644204234
995	0.04640163159
996	0.04625462813
997	0.04613486233
998	0.04606389245
999	0.04597746507
